Institution Code (six-digit OPEID),Institution Name,City,State,Zip,Institution Type,CIP Code,CIP Name,Credential Level,Official Program Pass/Zone/Fail,Appeal Status,Debt-to-Earnings Annual Rate,Debt-to-Earnings Annual Rate Numerator,Debt-to-Earnings Annual Rate Denominator,Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt-to-Earnings Discretionary Income Rate Numerator,Debt-to-Earnings Discretionary Income Rate Denominator,Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Debt-to-Earnings Transitional Rate,Debt-to-Earnings Transitional Rate Numerator,Debt-to-Earnings Transitional Rate Denominator,Debt-to-Earnings Transitional Rate Pass/Fail/Zone,Debt-to-Earnings Transitional Discretionary Income Rate,Debt-to-Earnings Transitional Discretionary Income Rate Numerator,Debt-to-Earnings Transitional Discretionary Income Rate Denominator,Debt-to-Earnings Transitional Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings,Median Annual Earnings
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,430201,FIRE PREVENTION AND SAFETY TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,PASS,,3.99,1809,45337,PASS,6.53,1809,27682,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45337,35871
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,510001,"HEALTH AND WELLNESS, GENERAL.",03 - BACHELORS DEGREE,PASS,,9.25,3038,32826,ZONE,20.02,3038,15171,ZONE,8.42,2767,32826,ZONE,18.23,2767,15171,PASS,32826,29336
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,510601,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.13,957,23154,PASS,17.4,957,5499,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21954,23154
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,510701,HEALTH/HEALTH CARE ADMINISTRATION/MANAGEMENT.,05 - MASTERS DEGREE,PASS,,4.64,2492,53691,PASS,6.91,2492,36036,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53691,45515
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,510714,MEDICAL INSURANCE SPECIALIST/MEDICAL BILLER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,8.88,2057,23163,ZONE,37.34,2057,5508,FAIL,7.39,1712,23163,PASS,31.08,1712,5508,FAIL,22513,23163
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.36,1518,20620,PASS,51.19,1518,2965,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19063,20620
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,511009,PHLEBOTOMY TECHNICIAN/PHLEBOTOMIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.9,1390,20127,PASS,56.22,1390,2472,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19627,20127
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,512201,"PUBLIC HEALTH, GENERAL.",05 - MASTERS DEGREE,PASS,,6.48,2673,41241,PASS,11.33,2673,23586,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41241,41046
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.4,880,19997,PASS,37.57,880,2342,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18024,19997
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,513801,REGISTERED NURSING/REGISTERED NURSE.,02 - ASSOCIATES DEGREE,PASS,,5.68,3013,52990,PASS,8.52,3013,35335,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52990,48619
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,513801,REGISTERED NURSING/REGISTERED NURSE.,03 - BACHELORS DEGREE,PASS,,3.67,2721,74051,PASS,4.82,2721,56396,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74051,72002
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,513802,NURSING ADMINISTRATION.,05 - MASTERS DEGREE,PASS,,2.49,2410,96562,PASS,3.05,2410,78907,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96298,96562
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,513817,NURSING EDUCATION.,05 - MASTERS DEGREE,PASS,,3.33,2562,76826,PASS,4.32,2562,59171,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76826,71808
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.03,2295,32609,PASS,15.34,2295,14954,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31521,32609
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,520101,"BUSINESS/COMMERCE, GENERAL.",02 - ASSOCIATES DEGREE,PASS,,7.67,2140,27873,PASS,20.94,2140,10218,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27873,25335
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,,7.46,3206,42961,PASS,12.66,3206,25306,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42961,37696
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",05 - MASTERS DEGREE,PASS,,4.08,2255,55238,PASS,6,2255,37583,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55238,49658
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,520301,ACCOUNTING.,03 - BACHELORS DEGREE,PASS,,7.41,2801,37781,PASS,13.91,2801,20126,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37781,35330
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,520301,ACCOUNTING.,05 - MASTERS DEGREE,PASS,,5.19,2531,48743,PASS,8.14,2531,31088,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48743,48276
004586,KAPLAN UNIVERSITY,DAVENPORT,IA,528072095,PROPRIETARY 4 YEARS OR MORE,520302,ACCOUNTING TECHNOLOGY/TECHNICIAN AND BOOKKEEPING.,02 - ASSOCIATES DEGREE,PASS,,9.89,2511,25389,ZONE,32.46,2511,7734,FAIL,7.69,1954,25389,PASS,25.26,1954,7734,ZONE,25389,23908
004587,NORTHEAST IOWA COMMUNITY COLLEGE,CALMAR,IA,521320400,PUBLIC 2 TO 3 YEARS,460302,ELECTRICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.27,542,42406,PASS,2.18,542,24751,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41019,42406
004587,NORTHEAST IOWA COMMUNITY COLLEGE,CALMAR,IA,521320400,PUBLIC 2 TO 3 YEARS,510707,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.42,388,27205,PASS,4.06,388,9550,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25880,27205
004587,NORTHEAST IOWA COMMUNITY COLLEGE,CALMAR,IA,521320400,PUBLIC 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.11,892,42163,PASS,3.63,892,24508,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40030,42163
004587,NORTHEAST IOWA COMMUNITY COLLEGE,CALMAR,IA,521320400,PUBLIC 2 TO 3 YEARS,520302,ACCOUNTING TECHNOLOGY/TECHNICIAN AND BOOKKEEPING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.32,324,24419,PASS,4.79,324,6764,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24051,24419
004595,HAWKEYE COMMUNITY COLLEGE,WATERLOO,IA,507048015,PUBLIC 2 TO 3 YEARS,480508,WELDING TECHNOLOGY/WELDER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.19,425,35428,PASS,2.39,425,17773,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31181,35428
004595,HAWKEYE COMMUNITY COLLEGE,WATERLOO,IA,507048015,PUBLIC 2 TO 3 YEARS,490205,TRUCK AND BUS DRIVER/COMMERCIAL VEHICLE OPERATOR AND INSTRUCTOR.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.74,472,26987,PASS,5.05,472,9332,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25893,26987
004595,HAWKEYE COMMUNITY COLLEGE,WATERLOO,IA,507048015,PUBLIC 2 TO 3 YEARS,510716,MEDICAL ADMINISTRATIVE/EXECUTIVE ASSISTANT AND MEDICAL SECRETARY.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.8,992,26042,PASS,11.82,992,8387,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25326,26042
004595,HAWKEYE COMMUNITY COLLEGE,WATERLOO,IA,507048015,PUBLIC 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.98,1032,34554,PASS,6.1,1032,16899,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34517,34554
004598,IOWA WESTERN COMMUNITY COLLEGE,COUNCIL BLUFFS,IA,515030567,PUBLIC 2 TO 3 YEARS,150503,ENERGY MANAGEMENT AND SYSTEMS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.14,353,30698,PASS,2.7,353,13043,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30516,30698
004598,IOWA WESTERN COMMUNITY COLLEGE,COUNCIL BLUFFS,IA,515030567,PUBLIC 2 TO 3 YEARS,510601,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.11,964,30957,PASS,7.24,964,13302,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30957,29983
004598,IOWA WESTERN COMMUNITY COLLEGE,COUNCIL BLUFFS,IA,515030567,PUBLIC 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.87,906,23355,PASS,15.89,906,5700,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22614,23355
004598,IOWA WESTERN COMMUNITY COLLEGE,COUNCIL BLUFFS,IA,515030567,PUBLIC 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.66,653,39221,PASS,3.02,653,21566,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38500,39221
004600,NORTHWEST IOWA COMMUNITY COLLEGE,SHELDON,IA,512011046,PUBLIC 2 TO 3 YEARS,460303,LINEWORKER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.15,759,65602,PASS,1.58,759,47947,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61578,65602
004600,NORTHWEST IOWA COMMUNITY COLLEGE,SHELDON,IA,512011046,PUBLIC 2 TO 3 YEARS,490202,CONSTRUCTION/HEAVY EQUIPMENT/EARTHMOVING EQUIPMENT OPERATION.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.53,1482,41879,PASS,6.11,1482,24224,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41080,41879
004600,NORTHWEST IOWA COMMUNITY COLLEGE,SHELDON,IA,512011046,PUBLIC 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.93,753,38830,PASS,3.55,753,21175,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35826,38830
004608,BARTON COUNTY COMMUNITY COLLEGE,GREAT BEND,KS,675309283,PUBLIC 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,1.1,444,40271,PASS,1.96,444,22616,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40271,38724
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,111001,NETWORK AND SYSTEM ADMINISTRATION/ADMINISTRATOR.,02 - ASSOCIATES DEGREE,ZONE,,11.58,3323,28684,ZONE,30.12,3323,11029,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27874,28684
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,151202,COMPUTER TECHNOLOGY/COMPUTER SYSTEMS TECHNOLOGY.,02 - ASSOCIATES DEGREE,FAIL,,12.92,2605,20155,FAIL,104.2,2605,2500,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20155,18699
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510707,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,FAIL,,15.68,3336,21265,FAIL,92.4,3336,3610,FAIL,14.5,3084,21265,FAIL,85.42,3084,3610,FAIL,20521,21265
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.79,1319,16919,PASS,100,1319,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16792,16919
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510714,MEDICAL INSURANCE SPECIALIST/MEDICAL BILLER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.28,1524,24259,PASS,23.07,1524,6604,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23713,24259
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,,16.1,2988,18551,FAIL,333.48,2988,896,FAIL,15.83,2937,18551,FAIL,327.79,2937,896,FAIL,17269,18551
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510805,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.55,1324,17519,PASS,100,1324,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17519,16112
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510805,PHARMACY TECHNICIAN/ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,,12.95,2766,21347,FAIL,74.91,2766,3692,FAIL,14.44,3084,21347,FAIL,83.53,3084,3692,FAIL,21057,21347
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,510909,SURGICAL TECHNOLOGY/TECHNOLOGIST.,02 - ASSOCIATES DEGREE,ZONE,,11.79,2662,22571,ZONE,54.14,2662,4916,FAIL,11.4,2574,22571,ZONE,52.35,2574,4916,FAIL,21905,22571
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,FAIL,,15.07,3053,20247,FAIL,117.78,3053,2592,FAIL,14.82,3001,20247,FAIL,115.77,3001,2592,FAIL,20247,19601
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,520301,ACCOUNTING.,02 - ASSOCIATES DEGREE,ZONE,,11.83,2564,21671,ZONE,63.84,2564,4016,FAIL,14.97,3245,21671,FAIL,80.8,3245,4016,FAIL,21111,21671
004617,NATIONAL COLLEGE,NASHVILLE,TN,372116605,PROPRIETARY 2 TO 3 YEARS,520401,"ADMINISTRATIVE ASSISTANT AND SECRETARIAL SCIENCE, GENERAL.",02 - ASSOCIATES DEGREE,FAIL,,13.33,2612,19587,FAIL,135.19,2612,1932,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19587,19353
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,110803,COMPUTER GRAPHICS.,02 - ASSOCIATES DEGREE,FAIL,,12.68,2920,23015,FAIL,54.47,2920,5360,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22865,23015
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,111003,COMPUTER AND INFORMATION SYSTEMS SECURITY/INFORMATION ASSURANCE.,02 - ASSOCIATES DEGREE,ZONE,,11.22,3162,28168,ZONE,30.07,3162,10513,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28168,27697
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,150401,BIOMEDICAL TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,PASS,,9.37,3684,39276,ZONE,17.03,3684,21621,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36445,39276
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,151302,CAD/CADD DRAFTING AND/OR DESIGN TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,PASS,,6.86,2400,34946,PASS,13.88,2400,17291,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34117,34946
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,510713,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.82,2006,25641,PASS,25.11,2006,7986,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21895,25641
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.3,1447,22948,PASS,27.33,1447,5293,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20289,22948
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,510911,RADIOLOGIC TECHNOLOGY/SCIENCE - RADIOGRAPHER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.67,2010,26203,PASS,23.51,2010,8548,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24702,26203
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,510911,RADIOLOGIC TECHNOLOGY/SCIENCE - RADIOGRAPHER.,02 - ASSOCIATES DEGREE,PASS,,10.72,4213,39278,ZONE,19.48,4213,21623,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39182,39278
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,511004,CLINICAL/MEDICAL LABORATORY TECHNICIAN.,02 - ASSOCIATES DEGREE,PASS,,8.84,3466,39197,ZONE,16.08,3466,21542,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36231,39197
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,511009,PHLEBOTOMY TECHNICIAN/PHLEBOTOMIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.72,1015,21459,PASS,26.68,1015,3804,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18817,21459
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,9.64,1601,16596,ZONE,100,1601,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16596,14563
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,513801,REGISTERED NURSING/REGISTERED NURSE.,02 - ASSOCIATES DEGREE,PASS,,7.39,3335,45104,PASS,12.14,3335,27449,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44991,45104
004618,SPENCERIAN COLLEGE,LOUISVILLE,KY,402162605,PROPRIETARY 4 YEARS OR MORE,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.2,2182,35191,PASS,12.44,2182,17536,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32590,35191
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,110103,INFORMATION TECHNOLOGY.,03 - BACHELORS DEGREE,PASS,,5,2432,48563,PASS,7.86,2432,30908,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48563,47227
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,111006,COMPUTER SUPPORT SPECIALIST.,02 - ASSOCIATES DEGREE,PASS,,5.84,2255,38608,PASS,10.76,2255,20953,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38608,37066
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,120501,BAKING AND PASTRY ARTS/BAKER/PASTRY CHEF.,02 - ASSOCIATES DEGREE,ZONE,,9.16,1934,21095,ZONE,56.22,1934,3440,FAIL,12.5,2637,21095,FAIL,76.65,2637,3440,FAIL,19810,21095
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,120503,CULINARY ARTS/CHEF TRAINING.,02 - ASSOCIATES DEGREE,ZONE,,10.75,2656,24687,ZONE,37.77,2656,7032,FAIL,11.48,2836,24687,ZONE,40.32,2836,7032,FAIL,24687,23980
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,131210,EARLY CHILDHOOD EDUCATION AND TEACHING.,02 - ASSOCIATES DEGREE,FAIL,,13.55,2233,16477,FAIL,100,2233,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16477,15384
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,220302,LEGAL ASSISTANT/PARALEGAL.,02 - ASSOCIATES DEGREE,ZONE,,11.24,2490,22138,ZONE,55.54,2490,4483,FAIL,14.38,3184,22138,FAIL,71.02,3184,4483,FAIL,20368,22138
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,220302,LEGAL ASSISTANT/PARALEGAL.,03 - BACHELORS DEGREE,PASS,,8.17,2753,33680,ZONE,17.17,2753,16025,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30556,33680
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,02 - ASSOCIATES DEGREE,FAIL,,14.14,2560,18097,FAIL,579.18,2560,442,FAIL,21.44,3880,18097,FAIL,877.82,3880,442,FAIL,17899,18097
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,510713,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.72,1758,22766,PASS,34.39,1758,5111,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22766,18500
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,510801,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,ZONE,,9.95,2391,24022,ZONE,37.55,2391,6367,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21211,24022
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,510805,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.55,1976,18714,ZONE,186.59,1976,1059,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17944,18714
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,512001,PHARMACY.,06 - DOCTORAL DEGREE,PASS,,7.64,10396,136059,PASS,8.78,10396,118404,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131691,136059
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,PASS,,6.28,1951,31026,PASS,14.59,1951,13371,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31026,27556
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,,5.16,2202,42608,PASS,8.82,2202,24953,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42608,38174
004619,SULLIVAN UNIVERSITY,LOUISVILLE,KY,402053031,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",05 - MASTERS DEGREE,PASS,,4.69,2472,52614,PASS,7.07,2472,34959,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52614,49306
